pH,temperature,humidity,exudate_level,oxygen_saturation,condition
8.452780645624404,36.47748400288997,68.2823115539148,8.079646370924378,54.61472837870491,infected
7.4982818201567065,31.580360282894187,62.576366326195235,5.269527205938055,75.24658596878331,wound_healing
6.948153562488462,32.436872139708,54.93496312807943,3.711067585318652,76.15926580903317,wound_healing
9.372969656374492,38.0,89.60234380496483,10.0,54.42729866962259,infected
7.074972099016853,30.482969570506445,41.12228446807149,2.45588179691349,86.07962218240465,healthy
7.2212208206783135,32.24474390516336,39.86068627468898,1.4089400759108932,86.33171323823944,healthy
7.760902585491913,32.02502076022697,59.00763067477348,1.4952513529805007,83.96071526894791,healthy
7.706949675696515,32.81267242421304,62.41453641579573,5.459818556656842,75.71202933675379,wound_healing
8.12453656287127,37.938091614287345,84.68113916057064,7.761422199975886,55.82674600420205,infected
7.943472281770504,33.130769292599744,51.089300029236696,4.796016510653984,82.43036291729166,wound_healing
7.041822573864289,33.46078575152713,49.94063837066917,2.103111506596352,83.51459547031595,healthy
8.605934267520887,33.68727327032296,62.78644482626056,6.425728232358052,75.16784035758029,wound_healing
7.3750078132863095,34.2941551965024,70.42415959958458,5.905824951391124,81.6624515848993,wound_healing
7.184991842814374,30.825150123876426,59.31136105637371,1.7586465949456047,94.8457443231875,healthy
7.32953891591326,31.331319736187865,51.18567018682776,2.48276669337125,90.54863431939981,healthy
7.106499943641197,31.235652643340043,49.16093823881205,2.4104156816540154,93.72325713636107,healthy
8.280768874865535,36.617799389026096,75.10015771018178,9.897058712995433,53.54870317653456,infected
8.321471426481095,36.23694659198611,67.57513608742339,7.98260633719969,53.47430539126546,infected
9.04452816944911,38.0,78.1577301264049,7.959190834278073,54.98516374592258,infected
7.360212917767414,31.525505608903842,48.56486378067894,3.1517621350102747,85.31603584970401,healthy
9.135164480067864,35.77921177191257,76.75079762280383,8.342268775072997,54.59580835168911,infected
6.881035016774794,33.89302509161266,59.121097280753354,2.064911566977233,82.46601506710317,healthy
8.008202561612425,31.872317533869413,48.521841707672365,2.6868201714532476,83.93551702207664,healthy
8.090800060853214,36.41985608003426,77.80876548863473,6.160178729549551,54.758305269022706,infected
8.767449639927502,38.0,100.0,7.224533719372327,55.529496544983225,infected
6.591073518071659,31.998848083529094,52.27000215671028,3.4428639666399485,81.18888770435444,wound_healing
7.463369943767571,32.33334045509919,55.69881500774444,1.3281258110826328,84.41877533972877,healthy
7.947905145443807,35.888646418159816,72.80980086658847,9.079507479137678,54.140903329864265,infected
9.113059374366996,37.27596888572263,80.2528452924259,8.188910353450243,56.07032117296688,infected
7.595302803270269,32.80181028213061,41.824731709889704,2.195595110180477,87.00728174132482,healthy
7.329141869815648,32.65019726377424,73.48081813975942,9.627937044940499,63.15995570115266,infected
7.385357687974756,31.20994179513721,51.74053527851342,1.5193186488874444,89.225376684646,healthy
7.386290097992653,33.015657433789215,50.95804655846976,2.699339815243392,85.17120989047872,healthy
6.781201129384366,33.85282326452992,67.82672434527886,4.919650247046267,86.53893422504072,wound_healing
7.600046436892467,33.7490201164001,49.54321403031398,3.6917896788919626,77.10936662941926,wound_healing
6.765146383984563,34.74815127377265,51.79912788918973,4.107056162775451,70.8899816910366,wound_healing
8.933209421101775,38.0,88.06348341916441,9.509982933782943,53.682861394712305,infected
7.290127165159899,30.863591623147382,43.91873922612412,2.383017715374658,87.73379460470699,healthy
7.899152553883638,35.75858685563763,80.50161029183293,9.820303864950883,55.3413140832314,infected
8.75592925956604,38.0,66.44922791019846,7.308433067140938,55.41925075782773,infected
7.370534997405003,31.303872077705943,44.3591886635843,1.3487455256701883,87.18690359448385,healthy
7.632630522206733,36.26885362446946,79.51151325667477,8.09890468839206,54.7583969954938,infected
6.568484238858042,32.29728475355083,44.21347588447031,1.4595819036731765,91.19306297085713,healthy
6.996877653695033,32.30405741978574,61.02803920138984,5.165974549128482,87.99478663315006,wound_healing
7.43338267879773,32.414658680967925,52.514102606315966,2.661697019947555,86.7898718587926,healthy
8.253946030653516,33.71023611627243,72.50020654441747,7.742765611776636,69.74659380186776,infected
8.28021118073039,36.63076169418693,86.90520687850646,9.15580212191214,55.04712870001403,infected
8.528102828540508,35.285719204885844,85.16623574855636,8.599526892583752,55.45413723987013,infected
8.258233319079853,37.26745087904017,91.68349043655665,9.278276707576222,57.23570676553938,infected
7.348243124710771,31.72532400514533,47.952424175294325,3.1032659287836584,89.55359341887161,healthy
7.580204767845382,33.57487852927505,66.09371455761301,3.9178840581674375,80.47339419157635,wound_healing
7.201145230952962,30.0,63.00891371677739,5.125143043669395,80.79648709803669,wound_healing
7.741165442067355,32.48850884986636,64.72021625323612,6.230789205212451,72.13350842146839,wound_healing
7.013688180319433,33.43101556497309,61.014450604525905,4.14088419301664,71.2882541383636,wound_healing
8.504050876887112,38.0,76.72863980284167,10.0,57.72751983926092,infected
6.495619928819206,31.62946436147498,63.37108934556148,5.224034919408714,75.58573890199916,wound_healing
7.740604949726598,31.69543547042232,60.6498197445803,1.458116884062669,87.26418655592641,healthy
8.152468503985563,33.03120492266777,46.22894949103112,1.9082228432537356,84.43824753319441,healthy
7.471712550942462,32.03488033701526,52.306090443543326,2.976315071061064,88.45838486034292,healthy
7.939791242005692,37.73651830802355,83.14127902809778,10.0,54.158040669624754,infected
8.614301215635614,36.75052099951608,82.22328345231617,6.174610870665598,55.78509174600602,infected
7.528372881073703,30.72477921986004,42.08646740443835,2.0509317374711697,94.49708617502485,healthy
6.628627438405728,30.857986250150667,61.39585380838629,5.808363072880455,77.73837979875884,wound_healing
8.041505298822,35.98068227961582,83.99929167826676,5.866448057360562,63.56956256064168,infected
7.188316525085848,32.404583453532624,50.695324011194785,2.8375898349773516,86.45797777599816,healthy
8.195664715886936,34.40316681981832,83.8637805292044,8.864567096924333,56.96162379104366,infected
7.6155830207692246,33.00863387931562,51.71573619349872,1.5781971244476938,87.2961046136708,healthy
6.712934317692274,32.94447688149845,47.81357850633105,4.53063450515776,82.93314659383554,wound_healing
7.444487958736154,31.937286748422675,43.90885856919236,1.0862012236049596,100.0,healthy
7.42848411239783,32.0929931012405,61.40283279921763,5.563503844631843,83.98000379972626,wound_healing
7.164365618090619,33.83242348723818,58.224697315849255,4.344173206525254,80.9024705250324,wound_healing
7.378429836106605,31.494657730018943,49.571481974238985,1.6736882147245655,83.74722000554956,healthy
7.658301347239415,32.98020575630303,47.69891085814834,3.2315660488100226,82.45833019632538,healthy
7.570987597160137,34.54357436960684,60.19852807437844,3.200344215406472,74.92963259924144,wound_healing
6.682688267476734,34.237113381807625,61.50170250025899,4.175505673335504,72.89751223826366,wound_healing
7.475817320913445,33.803216299701134,70.7558606543673,3.889410375915254,82.53644880133646,wound_healing
6.943325143696922,32.832461176354265,58.12922970609082,4.157735436934634,80.86120009917329,wound_healing
7.63932152958559,32.08321180193671,47.74795372951684,2.744725709932172,84.23493134493731,healthy
8.177665089553827,32.94689355766489,75.04515683257011,9.782290337047783,56.1111881459981,infected
7.580488305943331,31.644714038811752,50.58164119010482,2.5980815859900406,91.94918229576454,healthy
7.829329226363857,32.65711905007668,67.24394385169855,5.044590594454091,76.9918790416492,wound_healing
8.134082926466892,38.0,76.71368052204363,9.029106386123825,52.262770661428576,infected
8.490950802485644,36.8936011645286,77.626523036505,8.889722169025692,56.173583482520655,infected
7.544390316304383,32.28424942151291,57.334507872846046,2.886412168710731,81.14880977522492,healthy
8.133637101561835,36.02940060150701,82.23954855085134,8.514741169662717,60.779902042512234,infected
7.88402674169865,36.83437222707294,65.268168121449,6.083092814641471,54.238356365839955,infected
8.16877021345639,33.15139754221206,59.32204294975266,4.728004148452362,76.32169423189657,wound_healing
9.40802184171436,37.2457831355591,86.02838911077946,6.412159175772142,53.4135938237141,infected
6.898105430955122,32.044647600627016,55.48955212997344,5.069727826686678,80.06243897417606,wound_healing
8.959967884996132,37.35469291603317,67.11207555616589,7.895810466482197,58.13592847218771,infected
7.510322838589188,32.356665905468134,53.27464625908282,2.412724559635688,90.15006841543398,healthy
6.86835385708265,31.898611167638233,61.003500217784996,4.321178746353601,82.92842036222594,wound_healing
7.490575308578116,31.74666607122965,59.943893183494,3.3379833120567977,91.19283669048846,wound_healing
